username,name,state,city,address,postalCode,telephone,lastLicenseNumber,lastLicenseValidityDate,nationalCode,registerNumber,manager,socialNetworkAccess,mobile
u14006281118,پدرام پیروزان و شرکا,تهران,دماوند,شهرستان دماوند-خیابن فرهنگ-روبری سنگ پل-,3971848735,76329301-5,23366,1400/11/01,14006281118,1535,پدرام پيروزان,,
u10860407980,پرگر و شرکا,هرمزگان,بستک,خيابان قدس، روبري مسجد ابوالفتح خان,7961955957,7643221818,199352,1400/06/23,10860407980,190,,,
u10103482560,پرنظر و شرکاء,تهران,تهران,ميدان فردوسي، ضلع جنوب شرقي ميدان، پلاک 790 قدیم 2 جدید,1145693136,66748936-7,387888,1400/05/24,10103482560,311844,محسن پرنظر,,
u14006249934,پروانه آرمات و شرکا,تهران,تهران,تهران- بلوار میرداماد، جنب مسجدالغدیر، پلاک 139، مرکز تجاری پاسارگاد، طبقه همکف، ضلع شرقی ورودی، پلاک12,1911618854,26645001,192725,1400/06/01,14006249934,500014,رضا هرمزي,,
u10980165850,پرویز کاری و شرکا,اردبیل,بیله سوار,اردبيل، بيله سوار، شهید عباسقلی نژاد، خیابان گمرک، کوچه بازارچه مرزی، طبقه همکف,5671977111,4528223365,393155,1402/11/04,10980165850,460,پرويز كاري باباشكند,,
u10530501228,پریسا سادون و شرکا,فارس,شیراز,عفيف آباد، مجتمع تجاري حافظ، پلاک 27,7183753881,36483030,137487,1401/05/07,10530501228,37647,,,
u14007492700,پریشان مصرکانلو و شرکاء,تهران,تهران,میرداماد، میدان نجم آبادی، خیابان شمس تبریزی شمالی، پلاک 14، طبقه اول، واحد یک,1919644156,2122261992,55424,1399/02/24,14007492700,524517,مهرداد شيخكانلوي ميلان,,
u10200265073,پورافشاری و شرکا,آذربایجان شرقی,تبریز,خيابان شهيدمدني ، پاساژ اميرنو ، پلاک 9,5134833676,4115259985,182400,1400/06/08,10200265073,20941,مهدي پورافشاري خواجه,,
u10860160485,پورحاجی حداد وشرکا,یزد,یزد,خيابان آيت اله کاشاني ، مقابل آتشکده ، پلاک11,8916786831,3516287100,122373,1401/04/25,10860160485,7269,کمال پور حاجي حداد,,
u10103107102,پورزرندی وشرکا,تهران,تهران,خيابان کارگر شمالي، نرسيده به پمب بنزين، جنب داروخانه معاصر، پلاک 1659,1414643116,88968433,233383,1400/07/25,10103107102,265414,حامد محمدپورزرندي,,
u14007928613,پوریا کریمی و شرکاء,تهران,تهران,میرداماد، خیابان کجور، بلوار میرداماد، پلاک 237، ساختمان سبز، طبقه سوم، واحد شماره پانزده,1918955171,2122900029,305737,1399/09/01,14007928613,533474,محمود ابراهيمي تودرواري,,
u14007106153,پویانجفی نژاد ناصر وشرکا,تهران,تهران,تهران - چهار راه استامبول - خیابان فردوسی - خیابان جمهوری اسلامی - پلاک 412 - ساختمان گالری گلشن - طبقه همکف,1135937345,,13451,1399/01/22,14007106153,516364,عليرضا نجفي نژادناصر,,
u10104044962,پیام سلیمانی و شریک,تهران,تهران,استان تهران - شهر تهران - محله یوسف آباد - کوچه پله سوم - خیابان ولیعصر - پلاک 2224- برج سرو ساعی - طبقه همکف - واحد 9 - کدپستی :1433894546 کدپستی:1433884573,1433894546,,229197,1400/06/08,10104044962,360040,پيام سليماني قلعه,,
u10980229113,پیش بین و شرکا,آذربایجان غربی,نقده,آذربایجان غربی، نقده، اسماعیل آباد، کوچه شهید کریم بایستی، خیابان رسالت، پلاک 1، طبقه همکف,5761964665,4435624247,407558,1399/12/01,10980229113,1003,فتاح پيش بين,,
u14008771344,تاج الدین ارم و شرکاء,تهران,تهران,تهران محله جهاد، میدان جهاد، بزرگراه شهید گمنام، پلاک 20، مجتمع تجاری پرنیان طبقه زیرزمین، واحد شماره 17 13209987,1431654633,,98/379340,1400/10/20,14008771344,550282,تاج الدين ارم,,
u10103925626,تحیری و شرکا,تهران,تهران,خيابان وليعصر، بلوار ميرداماد، جنب موزه دفينه، نبش بازار بزرگ ميرداماد، پلاک 2,1969773511,42928,1,1398/12/17,10103925626,341695,احسان تحيري,,
u14008794137,تضامنی حمیدرضا فراهانی و شرکا,تهران,تهران,تهران، محله قیطریه، کوچه تابان، بلوار شهید سیدعلی اندرزگو، پلاک 71 ، طبقه همکف,1938735415,2122200856,365738,1400/10/10,14008794137,550714,ناصر كسرايي,,
u10720132580,تیموریان و شرکا,گیلان,آستارا,خيابان امام‌خميني ، روبروي بانک صادرات مرکزي,4391847746,1344810831,87413,1401/03/24,10720132580,1290,محمدعلي تيموريان,,
u10980137859,ثروت‌خواه و شرکاء,آذربایجان غربی,خوی,قنادی بازار، پایین تر از بانک ملی بازار,5813868472,,374878,1400/11/23,10980137859,1503,هادي ثروت خواه,,
u10760361927,جاهد و شرکا,مازندران,ساری,بلوار طالقاني-خيابان شهابي-نبش اولين کوچه سمت راست,4818749416,1133110944,325388,1399/11/08,10760361927,8799,فهيمه بابازاده,,
u10630141956,جاودانی و شرکا,کرمان,کرمان,خيابان کاظمي ، خيابان قدس ، خيابان اصلي، روبروي بانک ملي شعبه قدس,5839481319,3432235961,9511,1402/01/20,10630141956,8255,ناهيد جاوداني,,
u14007000147,جاوید طاهری و شرکاء,تهران,تهران,تهران بازار عباس آباد کوچه شهید مهدوی ، ساختمان کویتیهای 3، طبقه اول پلاک 14,1164665355,2155893531,98/346752,1399/11/01,14007000147,513832,محمدمهدي نوائي لواساني,,
u10861590986,جعفر زرگریان لار وشرکا,فارس,لارستان - لار,گراش، خ امام خميني نرسيده به حسينيه اعظم ، جنب پاساژ حسين بن علي ، پلاک 1,7441953735,7152450566,127021,1400/04/24,10861590986,947,جعفر زرگريان لار,,
u10861953418,جعفر صادق یاسنی و شرکاء,آذربایجان شرقی,منطقه آزاد ارس,فلکه عاشورا ، خيابان ولايت فقيه پاساژ صبا پلاک 9,5441656498,4142023931,97934,1401/04/03,10861953418,361,جعفرصادق ياسني,,
u14005772159,جعفر کاکی و شرکاء,ایلام,مهران,شهرستان مهران، بازارچه مرزی مهران، غرفه 38,6997197577,8433826305,228751,1402/07/04,14005772159,670,وحيد الماسي زاده,,
u10200259224,جعفری آزاد وشرکا,آذربایجان شرقی,تبریز,خيابان دارائي ، پاساژ امير نو، پلاک 4,5134833686,5238495,169479,1400/06/30,10200259224,20348,,,
u10380510834,جلائیان سامانی و شرکا,خراسان رضوی,مشهد,امام خميني ، بين امام خميني 24و26 پلاک 482,9137843444,5138545000,102824,1399/03/03,10380510834,35626,خليل جلائيان ساماني,,
u14005700803,جلال رحیمی تبار و شرکا,تهران,تهران,خیابان ولی عصر، نبش میرداماد، مجتمع اسکان، طبقه همکف، واحد 7,1969613318,88654949,167794,1399/09/01,14005700803,488988,جلال رحيمي تبار,,
u14008155792,جلال شمشیری و شرکاء,همدان,همدان,استان همدان - شهرهمدان - میدان امامزاده عبداله - بلوار علویان میدان امامزاده عبداله - پلاک 0 - مجتمع بانک رهنی - بلوک 8 شرقی - طبقه همکف,6518664535,,98/384575,1400/11/01,14008155792,13618,جلال شمشيري,,
u10500061882,جلال شهنوازی تاج وشرکا,سیستان و بلوچستان,زاهدان,خيابان آزادي، جنب بانک ملي مرکزي، روبروي شهرداري، پاساژ براسان، پلاک 89,9813687889,5413214513,32007,1401/02/09,10500061882,2752,جلال شهنوازي تاج,,
u14003407886,جلال قدرت سردره و شرکا,آذربایجان غربی,اشنویه,استان آذربایجان غربی، شهرستان اشنویه، خیابان امام(ره)، جنب بانک کشاورزي شعبه اشنويه,5771816956,,315754,1400/10/06,14003407886,385,جلال قدرت سردره,,
u10380486552,جلال‌نژاد و شرکا,خراسان رضوی,مشهد,زيبا شهر، بلوار معلم، بین معلم 3 و چهار راه آزادشهر، پلاک177,9188615555,5136043771,81735,1402/03/12,10380486552,33498,محسن جلال نژادخراساني,,
u14007335562,جلیس نیک بخت و شرکاء,تهران,تهران,تهران -میدان فردوسی - خیابان شهید سروش الدین تقوی - خیابان فردوسی - پلاک 479 - ساختمان مرکز تجارت جهانی فردوسی - طبقه همکف - واحد 49 - کدپستی : 1145683781,1145683781,2188793205,145570,1399/05/02,14007335562,521263,جليس نيك بخت,,
u14008496197,جلیل دهداری و شرکاء,فارس,شیراز,شهر شیراز، محله زند، خیابان اهلی، خیابان انوری، طبقه همکف,7135943687,,98/227360,1400/07/01,14008496197,50830,طاهره غلامي,,
u14007469380,جلیل فایض پورو شرکاء,آذربایجان شرقی,تبریز,تبریز، ولیعصر، کوچه 6 متری تعاون، خیابان رازی، پلاک 35، طبقه چهارم، واحد A، کدپستی 5157678780,5157678780,4133272348,104904,1399/04/03,14007469380,46384,كريم فايض پور,,
u10530486660,جلیل میرزائی و شرکاء,فارس,شیراز,بلوار معالي آباد- بعد از آفتاب فارس - جنب بانک مسکن,7187778144,7116249967,245992,1400/08/12,10530486660,36318,جليل (متوفی) ميرزائي (متوفی : 13980517),,
u14006727405,جمال ذوقی و شرکاء,تهران,تهران,فاطمي - خيابان باباطاهر - خيابان دکتر سيد حسين فاطمي - پلاک 281 - ساختمان مرکز خريد لاله - طبقه همکف,1414618568,88962520,197856,1400/06/01,14006727405,508782,جمال ذوقي,,
u10860183829,جنتی و شرکاء,مازندران,تنکابن,ميدان شهید شيرودي، ابتداي خیابان شيخ فضل‌اله‌ نوري، روبروي کلانتري 11 ، پلاک173,4681987549,,342959,1400/10/28,10860183829,2090,نرگس كرمصلحي,,
u14003161344,جهانگیر تیموری و شرکا,کرمانشاه,قصرشیرین,بازارچه مرزي پرويزخان،,6787146711,,30956,1401/02/09,14003161344,641,,,
u10260467559,جهانمرد وشرکا,اصفهان,اصفهان,خيابان حکيم نظامي ، چهارراه حکيم نظامي ، بطرف پل فلزي پلاک 243,8173613141,6200160,55049,1400/08/12,10260467559,26005,منيژه پرهيزي,,
u14007784589,جواد پوردارا و شرکاء,تهران,تهران,تهران - میرداماد - خیابان نساء - بلوار میرداماد - پلاک 139 - مجتمع پاسارگاد - طبقه همکف - واحد 6,1911618858,2122900690,241268,1399/07/12,14007784589,530194,كوثر بيات,,
u10760217372,جوادی و شرکا,مازندران,نوشهر,استان مازندران ، شهرستان نوشهر ، بخش مركزي ، شهر نوشهر، فردوسي ، خيابان بوعلي سينا ، خيابان سعدي ، پلاك 0 ، طبقه همكف,4651886383,,420425,1400/12/26,10760217372,1787,آناهیتا جوادی,,
u10240081990,جوادی و شرکا,اردبیل,اردبیل,خيابان شيخ صفي ، روبروي هتل سبلان ، جنب بقعه شيخ صفي,5614613611,4533234090,342943,1400/10/28,10240081990,5208,ناصر جوادي,,
u10103666208,حاتمی و شرکا,تهران,تهران,بين فلکه اول و دوم صادقيه ، جنب مسجد امام جعفر صادق، پلاک 1182,1451793451,214875,24534,1400/01/31,10103666208,328527,فرشاد حاتمي,,
